timestamp,x,y,z,pitch,yaw,roll,confidence,cpu_usage
351930,0.000469185,0.0074882,0.0087968,72.4624,0.382649,176.95,0.29,185.603
351930,0.000484825,0.00732819,0.00871298,72.4638,0.379521,176.946,0.29,185.987
351930,0.000538417,0.00734368,0.0087286,72.4648,0.382399,176.949,0.29,186.034
351930,0.000593076,0.00735928,0.00874443,72.4649,0.381212,176.949,0.29,186.084
351930,0.000646208,0.0073744,0.00875965,72.4652,0.377595,176.946,0.29,186.337
351930,0.000665843,0.00747249,0.00882228,72.4695,0.374916,176.942,0.27,186.539
351930,0.000715303,0.00748127,0.00883424,72.4699,0.373758,176.941,0.27,186.581
351930,0.000729827,0.0074206,0.00881146,72.4722,0.38557,176.953,0.27,187.007
351930,0.000708936,0.00729116,0.00875388,72.471,0.374162,176.943,0.27,187.047
351930,0.000722325,0.00723045,0.00873044,72.4712,0.372634,176.941,0.27,187.232
351930,0.00074088,0.00717059,0.00870801,72.4717,0.369332,176.938,0.27,187.408
351930,0.000756344,0.00710993,0.00868475,72.4708,0.368729,176.938,0.27,187.44
351930,0.000807293,0.00711854,0.00869593,72.4706,0.367276,176.937,0.27,187.481
351930,0.000859716,0.00712739,0.00870743,72.4703,0.365781,176.936,0.27,187.671
351930,0.000751481,0.00689872,0.00859542,72.4764,0.368627,176.938,0.29,187.858
351930,0.00074123,0.00682541,0.00856062,72.4763,0.371831,176.941,0.29,187.888
351930,0.000732826,0.00675199,0.00852588,72.4768,0.368791,176.939,0.29,187.921
351930,0.000722274,0.00667839,0.00849077,72.4767,0.367312,176.938,0.29,187.96
351930,0.000771471,0.00668102,0.00849791,72.4768,0.36614,176.937,0.29,188
351930,0.00070369,0.00653161,0.00842079,72.477,0.362602,176.933,0.29,188.419
351930,0.000691546,0.00645807,0.0083851,72.4773,0.366691,176.937,0.29,188.594
351930,0.00067447,0.00642788,0.00836529,72.4803,0.368633,176.939,0.24,188.857
351930,0.000579188,0.00629071,0.00829836,72.4808,0.363088,176.934,0.24,189.109
351930,0.000556012,0.00622094,0.00826752,72.481,0.364993,176.936,0.24,189.157
351930,0.000531386,0.00615124,0.00823657,72.4822,0.358121,176.929,0.24,189.205
351930,0.000506314,0.00608158,0.00820549,72.4825,0.35051,176.922,0.24,189.575
351930,0.000551825,0.00607928,0.00821008,72.4831,0.344728,176.917,0.24,189.619
351930,0.000595745,0.00607707,0.00821452,72.4836,0.339147,176.912,0.24,189.656
351930,0.000503845,0.00593977,0.00814781,72.4812,0.350247,176.923,0.24,189.723
351930,0.000480476,0.00586994,0.00811671,72.4818,0.349862,176.923,0.24,189.778
351930,0.000454745,0.00580022,0.00808516,72.4823,0.348375,176.922,0.24,189.825
351930,0.000500758,0.00579784,0.00808932,72.4822,0.346518,176.921,0.24,189.874
351930,0.000548175,0.00579537,0.00809351,72.4825,0.3434,176.918,0.24,189.93
351930,0.000594391,0.00579287,0.00809751,72.4827,0.339519,176.914,0.24,189.986
351930,0.000637925,0.00579038,0.00810131,72.4836,0.339886,176.915,0.24,190.209
351930,0.00073107,0.00590753,0.00818361,72.4855,0.340901,176.916,0.27,190.413
351930,0.00076824,0.00590128,0.00818608,72.4856,0.340574,176.915,0.27,190.459
351930,0.000669127,0.0058067,0.0081588,72.4861,0.337406,176.913,0.27,190.852
351930,0.000708249,0.00579998,0.00816109,72.4863,0.335452,176.912,0.27,190.891
351930,0.000610427,0.00570499,0.00813383,72.4868,0.329611,176.906,0.27,191.154
351930,0.00058108,0.00565412,0.00812131,72.4862,0.321892,176.899,0.27,191.334
351930,0.000552245,0.00560311,0.00810873,72.4861,0.323105,176.901,0.27,191.369
351930,0.000525535,0.00555158,0.00809614,72.4865,0.318942,176.897,0.27,191.411
351930,0.000485357,0.00550459,0.00809054,72.4886,0.316369,176.895,0.27,191.79
351930,0.000518809,0.00549418,0.00809178,72.4888,0.313212,176.893,0.27,191.929
351930,0.000395488,0.00540255,0.00807342,72.4895,0.316293,176.896,0.27,191.978
351930,0.000348564,0.0053522,0.00806453,72.4897,0.32141,176.9,0.27,192.003
351930,0.000303645,0.00530128,0.00805566,72.4899,0.31721,176.897,0.27,192.033
351930,0.000258913,0.00525017,0.00804682,72.4899,0.317568,176.897,0.27,192.053
351930,0.000215897,0.00519834,0.00803789,72.4907,0.316449,176.896,0.27,192.082
351930,0.000170817,0.00514703,0.00802865,72.4909,0.315678,176.896,0.27,192.289
351930,5.79171e-06,0.0050484,0.0080132,72.4918,0.317859,176.897,0.22,192.495
351930,-6.9423e-05,0.00498331,0.00799984,72.4921,0.316033,176.896,0.22,192.526
351930,-0.000145645,0.00491886,0.00798628,72.4921,0.313303,176.893,0.22,192.677
